Source;Target;Weight;Type
786;1153;2;Undirected
786;1205;3;Undirected
786;1235;4;Undirected
786;1236;3;Undirected
786;1258;1;Undirected
786;1268;5;Undirected
786;1285;5;Undirected
786;1288;1;Undirected
786;1295;2;Undirected
788;803;5;Undirected
788;815;4;Undirected
788;841;1;Undirected
788;845;5;Undirected
788;855;2;Undirected
788;873;5;Undirected
788;902;5;Undirected
788;920;1;Undirected
788;1025;2;Undirected
788;1028;1;Undirected
788;1062;2;Undirected
788;1099;2;Undirected
788;1121;5;Undirected
788;1139;4;Undirected
788;1167;7;Undirected
788;1175;5;Undirected
788;1182;5;Undirected
788;1201;4;Undirected
788;1202;4;Undirected
788;1214;5;Undirected
788;1219;1;Undirected
788;1228;3;Undirected
788;1251;4;Undirected
788;1258;1;Undirected
788;1265;3;Undirected
788;1288;5;Undirected
788;1289;2;Undirected
789;1254;1;Undirected
790;813;5;Undirected
790;863;5;Undirected
790;1161;5;Undirected
790;1192;5;Undirected
790;1246;5;Undirected
791;932;5;Undirected
791;1078;5;Undirected
791;1146;5;Undirected
791;1163;3;Undirected
791;1192;3;Undirected
792;920;1;Undirected
792;981;1;Undirected
792;1095;5;Undirected
792;1193;1;Undirected
792;1194;1;Undirected
792;1280;1;Undirected
793;1177;3;Undirected
793;1198;3;Undirected
793;1290;2;Undirected
793;1297;5;Undirected
794;838;5;Undirected
794;886;5;Undirected
794;938;5;Undirected
794;954;5;Undirected
794;998;5;Undirected
794;1003;4;Undirected
794;1035;5;Undirected
794;1156;2;Undirected
794;1160;5;Undirected
794;1177;5;Undirected
794;1232;4;Undirected
794;1265;8;Undirected
795;1104;5;Undirected
796;821;5;Undirected
796;840;5;Undirected
796;1108;3;Undirected
796;1149;5;Undirected
797;800;2;Undirected
797;866;12;Undirected
797;870;5;Undirected
797;938;5;Undirected
797;950;10;Undirected
797;977;5;Undirected
797;993;8;Undirected
797;1020;10;Undirected
797;1030;5;Undirected
797;1037;5;Undirected
797;1069;3;Undirected
797;1070;3;Undirected
797;1074;3;Undirected
797;1090;3;Undirected
797;1093;3;Undirected
797;1130;9;Undirected
797;1144;4;Undirected
797;1152;4;Undirected
797;1161;5;Undirected
797;1165;3;Undirected
797;1196;5;Undirected
797;1199;4;Undirected
797;1200;3;Undirected
797;1204;5;Undirected
797;1254;5;Undirected
797;1285;5;Undirected
798;1067;5;Undirected
798;1089;1;Undirected
798;1091;5;Undirected
798;1156;5;Undirected
799;803;2;Undirected
799;806;5;Undirected
799;846;5;Undirected
799;851;4;Undirected
799;870;1;Undirected
799;873;9;Undirected
799;903;4;Undirected
799;924;2;Undirected
799;941;1;Undirected
799;946;9;Undirected
799;952;6;Undirected
799;977;5;Undirected
799;994;5;Undirected
799;999;5;Undirected
799;1003;2;Undirected
799;1030;8;Undirected
799;1040;10;Undirected
799;1047;5;Undirected
799;1051;2;Undirected
799;1077;8;Undirected
799;1117;3;Undirected
799;1132;1;Undirected
799;1144;2;Undirected
799;1160;5;Undirected
799;1177;3;Undirected
799;1219;2;Undirected
799;1225;3;Undirected
799;1295;8;Undirected
800;838;8;Undirected
800;866;9;Undirected
800;1029;8;Undirected
800;1069;8;Undirected
800;1090;13;Undirected
800;1126;5;Undirected
801;866;5;Undirected
801;947;5;Undirected
801;1010;5;Undirected
801;1073;5;Undirected
801;1091;5;Undirected
801;1101;5;Undirected
801;1160;5;Undirected
801;1165;5;Undirected
801;1199;5;Undirected
801;1212;1;Undirected
801;1254;5;Undirected
801;1285;5;Undirected
802;837;13;Undirected
802;992;17;Undirected
802;1210;7;Undirected
802;1219;10;Undirected
802;1270;8;Undirected
802;1286;13;Undirected
803;844;2;Undirected
803;869;1;Undirected
803;870;1;Undirected
803;873;1;Undirected
803;902;5;Undirected
803;903;1;Undirected
803;946;1;Undirected
803;952;1;Undirected
803;1003;1;Undirected
803;1030;1;Undirected
803;1040;1;Undirected
803;1051;1;Undirected
803;1077;1;Undirected
803;1117;1;Undirected
803;1132;1;Undirected
803;1177;1;Undirected
803;1219;1;Undirected
803;1225;1;Undirected
803;1268;5;Undirected
803;1295;1;Undirected
804;857;1;Undirected
804;872;2;Undirected
804;879;5;Undirected
804;953;3;Undirected
804;1015;5;Undirected
804;1034;1;Undirected
804;1044;5;Undirected
804;1062;5;Undirected
804;1150;1;Undirected
804;1155;4;Undirected
804;1201;1;Undirected
805;981;5;Undirected
806;870;1;Undirected
806;945;1;Undirected
806;952;5;Undirected
806;959;1;Undirected
806;990;1;Undirected
806;993;1;Undirected
806;999;6;Undirected
806;1022;1;Undirected
806;1030;1;Undirected
806;1048;1;Undirected
806;1051;1;Undirected
806;1059;1;Undirected
806;1070;1;Undirected
806;1111;1;Undirected
806;1132;1;Undirected
806;1143;1;Undirected
806;1212;2;Undirected
806;1268;1;Undirected
806;1285;1;Undirected
806;1292;1;Undirected
807;905;2;Undirected
807;952;2;Undirected
807;1000;4;Undirected
807;1015;2;Undirected
807;1030;5;Undirected
807;1108;2;Undirected
807;1112;4;Undirected
807;1118;6;Undirected
807;1128;3;Undirected
807;1146;2;Undirected
807;1154;6;Undirected
807;1161;2;Undirected
807;1166;4;Undirected
807;1217;5;Undirected
807;1266;1;Undirected
807;1284;1;Undirected
807;1288;1;Undirected
808;829;15;Undirected
808;1132;10;Undirected
809;926;5;Undirected
809;942;5;Undirected
810;974;11;Undirected
810;1031;9;Undirected
810;1134;5;Undirected
811;831;10;Undirected
811;927;10;Undirected
811;980;10;Undirected
811;997;10;Undirected
811;1042;2;Undirected
811;1057;10;Undirected
811;1127;10;Undirected
811;1268;10;Undirected
812;818;2;Undirected
812;978;4;Undirected
812;979;10;Undirected
812;1019;1;Undirected
812;1070;2;Undirected
812;1145;10;Undirected
812;1152;5;Undirected
812;1153;3;Undirected
812;1164;10;Undirected
812;1205;2;Undirected
812;1236;2;Undirected
813;863;5;Undirected
813;1161;5;Undirected
813;1192;5;Undirected
813;1246;5;Undirected
814;834;10;Undirected
814;905;10;Undirected
814;946;10;Undirected
814;970;10;Undirected
814;984;3;Undirected
814;998;2;Undirected
814;1033;3;Undirected
814;1051;2;Undirected
814;1105;3;Undirected
814;1106;10;Undirected
814;1109;10;Undirected
814;1119;10;Undirected
814;1141;2;Undirected
814;1151;2;Undirected
814;1173;10;Undirected
814;1192;5;Undirected
814;1196;7;Undirected
814;1220;3;Undirected
814;1252;10;Undirected
814;1269;4;Undirected
814;1292;10;Undirected
815;841;6;Undirected
815;1025;6;Undirected
815;1062;6;Undirected
815;1139;10;Undirected
815;1174;10;Undirected
815;1201;8;Undirected
815;1251;10;Undirected
815;1272;10;Undirected
816;817;5;Undirected
816;872;10;Undirected
816;897;5;Undirected
816;918;5;Undirected
816;984;5;Undirected
816;1028;5;Undirected
816;1084;5;Undirected
816;1222;5;Undirected
816;1238;5;Undirected
817;897;5;Undirected
817;918;11;Undirected
817;984;5;Undirected
817;1028;11;Undirected
817;1084;5;Undirected
817;1222;5;Undirected
817;1238;5;Undirected
818;921;10;Undirected
818;1025;16;Undirected
818;1042;16;Undirected
818;1051;10;Undirected
818;1070;18;Undirected
818;1084;10;Undirected
818;1100;10;Undirected
818;1122;16;Undirected
818;1152;18;Undirected
818;1180;10;Undirected
818;1205;19;Undirected
818;1236;19;Undirected
819;825;10;Undirected
819;842;1;Undirected
819;843;10;Undirected
819;864;1;Undirected
819;891;8;Undirected
819;902;3;Undirected
819;938;1;Undirected
819;948;1;Undirected
819;993;2;Undirected
819;1007;10;Undirected
819;1026;10;Undirected
819;1058;10;Undirected
819;1081;3;Undirected
819;1088;10;Undirected
819;1099;4;Undirected
819;1152;4;Undirected
819;1191;5;Undirected
819;1229;5;Undirected
819;1267;8;Undirected
819;1272;8;Undirected
820;832;10;Undirected
820;865;10;Undirected
820;1107;10;Undirected
820;1207;10;Undirected
821;840;5;Undirected
821;849;4;Undirected
821;874;2;Undirected
821;899;1;Undirected
821;923;2;Undirected
821;960;1;Undirected
821;1084;1;Undirected
821;1087;4;Undirected
821;1108;3;Undirected
821;1149;5;Undirected
821;1159;4;Undirected
821;1240;6;Undirected
821;1250;2;Undirected
821;1260;4;Undirected
821;1289;4;Undirected
821;1297;1;Undirected
822;1012;2;Undirected
822;1016;1;Undirected
822;1205;1;Undirected
822;1236;1;Undirected
822;1261;5;Undirected
823;856;5;Undirected
823;1090;1;Undirected
823;1172;8;Undirected
824;960;3;Undirected
824;994;2;Undirected
824;1117;5;Undirected
824;1202;5;Undirected
825;843;5;Undirected
825;891;5;Undirected
825;1007;5;Undirected
825;1026;5;Undirected
825;1058;5;Undirected
825;1088;5;Undirected
825;1267;5;Undirected
825;1272;5;Undirected
826;836;3;Undirected
826;873;15;Undirected
826;907;15;Undirected
826;946;15;Undirected
826;1060;3;Undirected
826;1082;15;Undirected
826;1168;15;Undirected
826;1190;8;Undirected
826;1206;3;Undirected
826;1220;1;Undirected
827;845;4;Undirected
827;993;5;Undirected
827;1014;2;Undirected
827;1068;1;Undirected
827;1093;2;Undirected
827;1097;10;Undirected
827;1132;4;Undirected
827;1139;5;Undirected
827;1150;5;Undirected
827;1204;2;Undirected
828;1018;5;Undirected
829;1132;5;Undirected
830;858;14;Undirected
830;859;1;Undirected
830;880;14;Undirected
830;885;10;Undirected
830;911;1;Undirected
830;986;14;Undirected
830;998;10;Undirected
830;1006;1;Undirected
830;1028;3;Undirected
830;1030;14;Undirected
830;1079;1;Undirected
830;1139;1;Undirected
830;1193;14;Undirected
830;1199;13;Undirected
830;1211;15;Undirected
830;1257;1;Undirected
830;1258;1;Undirected
830;1259;1;Undirected
830;1264;14;Undirected
831;927;8;Undirected
831;980;8;Undirected
831;997;12;Undirected
831;1028;8;Undirected
831;1057;12;Undirected
831;1127;12;Undirected
831;1268;10;Undirected
832;865;5;Undirected
832;1107;5;Undirected
832;1207;5;Undirected
833;1055;5;Undirected
834;905;15;Undirected
834;946;15;Undirected
834;970;15;Undirected
834;1051;3;Undirected
834;1106;15;Undirected
834;1109;15;Undirected
834;1119;15;Undirected
834;1173;15;Undirected
834;1192;10;Undirected
834;1196;15;Undirected
834;1252;15;Undirected
834;1269;4;Undirected
834;1292;15;Undirected
835;875;10;Undirected
835;893;4;Undirected
835;914;10;Undirected
835;919;10;Undirected
835;1075;10;Undirected
835;1080;12;Undirected
835;1182;2;Undirected
835;1256;16;Undirected
836;907;1;Undirected
836;939;3;Undirected
836;943;3;Undirected
836;949;2;Undirected
836;961;3;Undirected
836;1060;1;Undirected
836;1118;5;Undirected
836;1144;3;Undirected
836;1220;1;Undirected
837;992;5;Undirected
837;1210;2;Undirected
837;1219;5;Undirected
837;1270;3;Undirected
837;1286;5;Undirected
838;842;3;Undirected
838;843;3;Undirected
838;860;5;Undirected
838;864;5;Undirected
838;866;8;Undirected
838;871;5;Undirected
838;881;4;Undirected
838;884;5;Undirected
838;894;5;Undirected
838;896;1;Undirected
838;898;5;Undirected
838;929;5;Undirected
838;930;10;Undirected
838;948;4;Undirected
838;964;5;Undirected
838;998;5;Undirected
838;1005;2;Undirected
838;1012;5;Undirected
838;1029;4;Undirected
838;1039;5;Undirected
838;1052;5;Undirected
838;1069;9;Undirected
838;1070;3;Undirected
838;1071;8;Undirected
838;1090;4;Undirected
838;1105;1;Undirected
838;1160;1;Undirected
838;1165;5;Undirected
838;1170;6;Undirected
838;1202;5;Undirected
838;1204;5;Undirected
838;1219;4;Undirected
838;1224;5;Undirected
838;1229;4;Undirected
838;1253;5;Undirected
838;1255;2;Undirected
838;1260;1;Undirected
838;1274;5;Undirected
838;1283;5;Undirected
838;1288;5;Undirected
838;1294;5;Undirected
839;846;1;Undirected
839;906;2;Undirected
839;1045;15;Undirected
839;1225;10;Undirected
839;1297;8;Undirected
840;846;1;Undirected
840;976;5;Undirected
840;998;5;Undirected
840;1032;1;Undirected
840;1050;1;Undirected
840;1108;3;Undirected
840;1121;1;Undirected
840;1149;5;Undirected
840;1229;1;Undirected
840;1232;5;Undirected
841;890;1;Undirected
841;920;2;Undirected
841;1015;5;Undirected
841;1025;9;Undirected
841;1062;14;Undirected
841;1139;11;Undirected
841;1174;5;Undirected
841;1201;15;Undirected
841;1219;1;Undirected
841;1251;8;Undirected
841;1272;5;Undirected
842;864;1;Undirected
842;872;10;Undirected
842;896;4;Undirected
842;923;5;Undirected
842;938;1;Undirected
842;948;1;Undirected
842;1029;5;Undirected
842;1052;5;Undirected
842;1184;3;Undirected
842;1204;3;Undirected
842;1217;7;Undirected
842;1255;10;Undirected
842;1288;3;Undirected
842;1294;5;Undirected
843;857;1;Undirected
843;866;1;Undirected
843;891;5;Undirected
843;897;1;Undirected
843;898;1;Undirected
843;928;1;Undirected
843;1007;5;Undirected
843;1021;1;Undirected
843;1026;5;Undirected
843;1029;1;Undirected
843;1031;1;Undirected
843;1058;5;Undirected
843;1070;12;Undirected
843;1071;1;Undirected
843;1074;12;Undirected
843;1088;5;Undirected
843;1092;1;Undirected
843;1095;1;Undirected
843;1110;1;Undirected
843;1116;1;Undirected
843;1137;1;Undirected
843;1138;1;Undirected
843;1148;1;Undirected
843;1157;1;Undirected
843;1173;10;Undirected
843;1255;8;Undirected
843;1267;5;Undirected
843;1272;5;Undirected
844;855;5;Undirected
844;1032;4;Undirected
844;1072;5;Undirected
844;1232;3;Undirected
845;1014;4;Undirected
845;1175;5;Undirected
846;883;5;Undirected
846;977;5;Undirected
846;1010;5;Undirected
846;1050;1;Undirected
846;1121;1;Undirected
846;1160;5;Undirected
846;1183;5;Undirected
846;1208;3;Undirected
846;1229;1;Undirected
848;957;14;Undirected
848;959;8;Undirected
848;998;12;Undirected
848;1173;4;Undirected
849;874;2;Undirected
849;922;3;Undirected
849;923;1;Undirected
849;1043;5;Undirected
849;1087;3;Undirected
849;1159;3;Undirected
849;1160;1;Undirected
849;1240;3;Undirected
849;1250;2;Undirected
849;1260;3;Undirected
849;1289;3;Undirected
850;857;2;Undirected
850;866;2;Undirected
850;890;2;Undirected
850;896;2;Undirected
850;897;2;Undirected
850;898;2;Undirected
850;912;2;Undirected
850;963;2;Undirected
850;1029;2;Undirected
850;1031;2;Undirected
850;1034;2;Undirected
850;1057;7;Undirected
850;1071;2;Undirected
850;1082;5;Undirected
850;1092;2;Undirected
850;1110;2;Undirected
850;1116;2;Undirected
850;1137;2;Undirected
850;1138;2;Undirected
850;1157;7;Undirected
850;1176;2;Undirected
850;1223;7;Undirected
850;1231;8;Undirected
850;1237;2;Undirected
851;873;2;Undirected
851;946;2;Undirected
851;1030;2;Undirected
851;1040;2;Undirected
851;1077;12;Undirected
851;1295;2;Undirected
853;1196;1;Undirected
853;1244;5;Undirected
854;1075;1;Undirected
855;1072;5;Undirected
855;1099;5;Undirected
855;1152;5;Undirected
855;1189;4;Undirected
856;962;5;Undirected
856;966;5;Undirected
856;1082;5;Undirected
856;1194;5;Undirected
856;1242;5;Undirected
857;866;3;Undirected
857;867;4;Undirected
857;896;9;Undirected
857;897;3;Undirected
857;898;3;Undirected
857;912;4;Undirected
857;917;5;Undirected
857;963;3;Undirected
857;1011;5;Undirected
857;1029;3;Undirected
857;1031;8;Undirected
857;1034;3;Undirected
857;1054;5;Undirected
857;1071;3;Undirected
857;1082;5;Undirected
857;1092;3;Undirected
857;1095;1;Undirected
857;1110;3;Undirected
857;1116;3;Undirected
857;1126;5;Undirected
857;1137;3;Undirected
857;1138;3;Undirected
857;1148;1;Undirected
857;1150;1;Undirected
857;1155;1;Undirected
857;1157;3;Undirected
857;1176;4;Undirected
857;1201;1;Undirected
857;1237;4;Undirected
858;880;5;Undirected
858;885;5;Undirected
858;894;2;Undirected
858;916;1;Undirected
858;929;1;Undirected
858;973;1;Undirected
858;986;5;Undirected
858;998;5;Undirected
858;1028;3;Undirected
858;1030;8;Undirected
858;1054;2;Undirected
858;1069;2;Undirected
858;1112;2;Undirected
858;1128;3;Undirected
858;1166;3;Undirected
858;1193;5;Undirected
858;1199;3;Undirected
858;1211;5;Undirected
858;1264;5;Undirected
859;862;5;Undirected
859;898;5;Undirected
859;911;3;Undirected
859;929;2;Undirected
859;948;5;Undirected
859;952;1;Undirected
859;1028;1;Undirected
859;1055;1;Undirected
859;1079;5;Undirected
859;1084;5;Undirected
859;1093;1;Undirected
859;1110;5;Undirected
859;1113;2;Undirected
859;1135;5;Undirected
859;1139;5;Undirected
859;1199;1;Undirected
859;1211;4;Undirected
859;1229;2;Undirected
859;1231;3;Undirected
859;1257;3;Undirected
859;1258;10;Undirected
859;1259;3;Undirected
860;864;5;Undirected
860;881;5;Undirected
860;973;1;Undirected
860;1112;4;Undirected
861;977;2;Undirected
861;991;5;Undirected
861;1002;5;Undirected
861;1049;5;Undirected
861;1168;5;Undirected
861;1273;5;Undirected
862;869;1;Undirected
862;898;5;Undirected
862;948;5;Undirected
862;1028;2;Undirected
862;1031;2;Undirected
862;1084;5;Undirected
862;1095;2;Undirected
862;1110;5;Undirected
862;1135;5;Undirected
862;1144;1;Undirected
862;1171;1;Undirected
862;1223;2;Undirected
862;1258;5;Undirected
862;1262;2;Undirected
862;1276;2;Undirected
863;1161;5;Undirected
863;1192;5;Undirected
863;1246;5;Undirected
864;881;4;Undirected
864;884;2;Undirected
864;887;5;Undirected
864;892;5;Undirected
864;929;2;Undirected
864;938;1;Undirected
864;939;1;Undirected
864;948;1;Undirected
864;998;1;Undirected
864;1034;2;Undirected
864;1052;2;Undirected
864;1104;3;Undirected
864;1165;2;Undirected
864;1229;4;Undirected
864;1242;2;Undirected
864;1274;2;Undirected
864;1285;1;Undirected
865;1107;5;Undirected
865;1207;5;Undirected
866;896;5;Undirected
866;897;5;Undirected
866;898;4;Undirected
866;912;5;Undirected
866;928;1;Undirected
866;947;5;Undirected
866;963;5;Undirected
866;1021;1;Undirected
866;1029;7;Undirected
866;1031;4;Undirected
866;1034;2;Undirected
866;1069;3;Undirected
866;1071;4;Undirected
866;1090;3;Undirected
866;1092;4;Undirected
866;1095;1;Undirected
866;1101;5;Undirected
866;1110;4;Undirected
866;1116;4;Undirected
866;1137;5;Undirected
866;1138;5;Undirected
866;1148;1;Undirected
866;1152;4;Undirected
866;1157;4;Undirected
866;1165;5;Undirected
866;1176;4;Undirected
866;1199;5;Undirected
866;1200;5;Undirected
866;1204;5;Undirected
866;1237;5;Undirected
866;1254;10;Undirected
866;1285;5;Undirected
866;1288;5;Undirected
867;917;20;Undirected
867;1031;5;Undirected
868;1272;10;Undirected
869;873;1;Undirected
869;918;1;Undirected
869;931;5;Undirected
869;952;1;Undirected
869;984;5;Undirected
869;1003;1;Undirected
869;1028;1;Undirected
869;1030;1;Undirected
869;1033;5;Undirected
869;1036;1;Undirected
869;1040;1;Undirected
869;1077;1;Undirected
869;1094;5;Undirected
869;1105;5;Undirected
869;1117;1;Undirected
869;1121;1;Undirected
869;1132;1;Undirected
869;1144;2;Undirected
869;1177;1;Undirected
869;1203;5;Undirected
869;1217;1;Undirected
869;1219;1;Undirected
869;1220;5;Undirected
869;1223;4;Undirected
869;1225;1;Undirected
869;1229;2;Undirected
869;1262;2;Undirected
869;1276;2;Undirected
870;873;2;Undirected
870;874;13;Undirected
870;903;2;Undirected
870;912;5;Undirected
870;945;8;Undirected
870;946;2;Undirected
870;950;3;Undirected
870;959;1;Undirected
870;990;6;Undirected
870;993;11;Undirected
870;1003;2;Undirected
870;1020;5;Undirected
870;1022;5;Undirected
870;1030;8;Undirected
870;1040;2;Undirected
870;1048;2;Undirected
870;1051;5;Undirected
870;1059;9;Undirected
870;1062;9;Undirected
870;1070;7;Undirected
870;1077;2;Undirected
870;1111;3;Undirected
870;1117;2;Undirected
870;1129;9;Undirected
870;1130;5;Undirected
870;1132;5;Undirected
870;1142;5;Undirected
870;1143;4;Undirected
870;1177;2;Undirected
870;1188;12;Undirected
870;1219;2;Undirected
870;1225;2;Undirected
870;1268;5;Undirected
870;1280;5;Undirected
870;1285;4;Undirected
870;1292;6;Undirected
871;1041;5;Undirected
871;1066;5;Undirected
871;1074;1;Undirected
871;1082;4;Undirected
871;1219;4;Undirected
871;1253;5;Undirected
871;1283;5;Undirected
871;1294;5;Undirected
872;923;5;Undirected
872;1034;2;Undirected
872;1052;5;Undirected
872;1206;5;Undirected
872;1217;3;Undirected
872;1255;5;Undirected
872;1265;5;Undirected
872;1290;2;Undirected
873;902;5;Undirected
873;903;1;Undirected
873;907;5;Undirected
873;924;1;Undirected
873;941;1;Undirected
873;946;9;Undirected
873;952;1;Undirected
873;1003;1;Undirected
873;1004;5;Undirected
873;1009;5;Undirected
873;1030;3;Undirected
873;1040;3;Undirected
873;1051;1;Undirected
873;1060;5;Undirected
873;1077;3;Undirected
873;1082;5;Undirected
873;1117;1;Undirected
873;1132;1;Undirected
873;1144;1;Undirected
873;1168;5;Undirected
873;1177;1;Undirected
873;1219;1;Undirected
873;1225;1;Undirected
873;1284;5;Undirected
873;1295;3;Undirected
873;1297;4;Undirected
874;912;5;Undirected
874;923;1;Undirected
874;945;2;Undirected
874;990;10;Undirected
874;993;2;Undirected
874;1022;2;Undirected
874;1030;10;Undirected
874;1059;10;Undirected
874;1062;9;Undirected
874;1070;2;Undirected
874;1087;1;Undirected
874;1129;9;Undirected
874;1142;5;Undirected
874;1159;1;Undirected
874;1160;1;Undirected
874;1188;13;Undirected
874;1240;1;Undirected
874;1250;1;Undirected
874;1260;1;Undirected
874;1280;5;Undirected
874;1289;1;Undirected
874;1292;10;Undirected
875;914;18;Undirected
875;919;5;Undirected
875;1075;5;Undirected
875;1080;18;Undirected
875;1256;5;Undirected
876;918;5;Undirected
876;919;2;Undirected
876;956;6;Undirected
876;1036;2;Undirected
877;900;5;Undirected
878;1263;5;Undirected
878;1266;5;Undirected
879;953;10;Undirected
879;1015;10;Undirected
879;1044;10;Undirected
879;1062;10;Undirected
879;1155;10;Undirected
879;1257;6;Undirected
880;885;5;Undirected
880;900;4;Undirected
880;986;5;Undirected
880;998;5;Undirected
880;1028;3;Undirected
880;1030;5;Undirected
880;1193;5;Undirected
880;1199;3;Undirected
880;1211;5;Undirected
880;1259;2;Undirected
880;1264;5;Undirected
880;1266;1;Undirected
881;996;1;Undirected
881;1184;1;Undirected
881;1225;2;Undirected
881;1229;8;Undirected
882;947;1;Undirected
882;1009;1;Undirected
882;1034;5;Undirected
882;1053;1;Undirected
882;1065;2;Undirected
882;1098;5;Undirected
882;1107;1;Undirected
882;1135;1;Undirected
882;1151;1;Undirected
882;1185;5;Undirected
882;1191;5;Undirected
882;1195;1;Undirected
882;1226;5;Undirected
882;1234;1;Undirected
882;1274;2;Undirected
883;1010;5;Undirected
883;1183;5;Undirected
884;898;5;Undirected
884;929;12;Undirected
884;938;5;Undirected
884;964;5;Undirected
884;1012;5;Undirected
884;1034;10;Undirected
884;1048;5;Undirected
884;1052;18;Undirected
884;1071;13;Undirected
884;1165;13;Undirected
884;1202;13;Undirected
884;1224;12;Undirected
884;1242;6;Undirected
884;1250;5;Undirected
884;1274;13;Undirected
885;986;5;Undirected
885;998;5;Undirected
885;1030;5;Undirected
885;1193;5;Undirected
885;1199;5;Undirected
885;1211;5;Undirected
885;1264;5;Undirected
886;954;5;Undirected
886;992;4;Undirected
886;1003;5;Undirected
886;1177;5;Undirected
887;892;5;Undirected
889;925;5;Undirected
889;996;5;Undirected
889;1065;5;Undirected
889;1136;5;Undirected
889;1157;9;Undirected
889;1201;5;Undirected
889;1255;5;Undirected
889;1290;5;Undirected
890;920;1;Undirected
890;971;5;Undirected
890;1025;5;Undirected
890;1062;1;Undirected
890;1082;1;Undirected
890;1108;5;Undirected
890;1122;1;Undirected
890;1148;5;Undirected
890;1190;5;Undirected
890;1201;1;Undirected
890;1219;1;Undirected
890;1234;5;Undirected
890;1250;1;Undirected
891;902;10;Undirected
891;958;4;Undirected
891;1007;14;Undirected
891;1026;16;Undirected
891;1058;12;Undirected
891;1081;7;Undirected
891;1088;16;Undirected
891;1267;15;Undirected
891;1272;15;Undirected
892;913;1;Undirected
893;913;4;Undirected
893;951;4;Undirected
893;1216;1;Undirected
893;1256;2;Undirected
894;930;1;Undirected
894;1000;1;Undirected
894;1039;5;Undirected
894;1054;2;Undirected
894;1069;10;Undirected
894;1112;8;Undirected
894;1128;5;Undirected
894;1246;3;Undirected
895;927;1;Undirected
895;1063;10;Undirected
895;1127;1;Undirected
896;897;1;Undirected
896;898;1;Undirected
896;912;2;Undirected
896;963;1;Undirected
896;1005;1;Undirected
896;1011;5;Undirected
896;1029;1;Undirected
896;1031;1;Undirected
896;1034;2;Undirected
896;1054;5;Undirected
896;1071;1;Undirected
896;1082;5;Undirected
896;1092;1;Undirected
896;1095;1;Undirected
896;1105;1;Undirected
896;1110;1;Undirected
896;1116;1;Undirected
896;1126;5;Undirected
896;1137;2;Undirected
896;1138;1;Undirected
896;1148;1;Undirected
896;1157;1;Undirected
896;1176;2;Undirected
896;1184;3;Undirected
896;1237;2;Undirected
897;898;2;Undirected
897;912;2;Undirected
897;928;1;Undirected
897;963;2;Undirected
897;984;10;Undirected
897;987;4;Undirected
897;1021;1;Undirected
897;1029;2;Undirected
897;1031;2;Undirected
897;1034;2;Undirected
897;1071;2;Undirected
897;1084;10;Undirected
897;1092;2;Undirected
897;1094;2;Undirected
897;1095;2;Undirected
897;1110;2;Undirected
897;1116;2;Undirected
897;1137;3;Undirected
897;1138;2;Undirected
897;1148;1;Undirected
897;1157;2;Undirected
897;1168;2;Undirected
897;1176;2;Undirected
897;1177;4;Undirected
897;1197;2;Undirected
897;1222;10;Undirected
897;1237;3;Undirected
897;1238;10;Undirected
897;1250;1;Undirected
897;1259;4;Undirected
898;912;11;Undirected
898;928;1;Undirected
898;929;5;Undirected
898;948;10;Undirected
898;963;11;Undirected
898;964;5;Undirected
898;975;2;Undirected
898;994;2;Undirected
898;998;2;Undirected
898;1012;5;Undirected
898;1021;1;Undirected
898;1029;18;Undirected
898;1031;13;Undirected
898;1034;8;Undirected
898;1052;5;Undirected
898;1071;18;Undirected
898;1084;10;Undirected
898;1092;13;Undirected
898;1095;4;Undirected
898;1110;20;Undirected
898;1116;13;Undirected
898;1135;10;Undirected
898;1137;14;Undirected
898;1138;12;Undirected
898;1148;4;Undirected
898;1157;12;Undirected
898;1165;5;Undirected
898;1176;6;Undirected
898;1202;5;Undirected
898;1224;5;Undirected
898;1231;4;Undirected
898;1237;11;Undirected
898;1262;2;Undirected
898;1274;5;Undirected
899;917;1;Undirected
899;943;1;Undirected
899;955;5;Undirected
899;960;2;Undirected
899;1085;5;Undirected
899;1240;2;Undirected
902;958;1;Undirected
902;1007;7;Undirected
902;1026;7;Undirected
902;1028;1;Undirected
902;1058;6;Undirected
902;1081;10;Undirected
902;1088;7;Undirected
902;1258;1;Undirected
902;1267;14;Undirected
902;1272;13;Undirected
903;924;2;Undirected
903;941;1;Undirected
903;946;4;Undirected
903;952;1;Undirected
903;1000;2;Undirected
903;1003;1;Undirected
903;1030;4;Undirected
903;1040;4;Undirected
903;1051;1;Undirected
903;1077;2;Undirected
903;1117;2;Undirected
903;1132;1;Undirected
903;1144;3;Undirected
903;1177;2;Undirected
903;1192;2;Undirected
903;1202;2;Undirected
903;1219;1;Undirected
903;1225;2;Undirected
903;1295;4;Undirected
904;1218;5;Undirected
904;1229;1;Undirected
905;946;15;Undirected
905;952;1;Undirected
905;970;15;Undirected
905;998;2;Undirected
905;1015;2;Undirected
905;1051;3;Undirected
905;1106;15;Undirected
905;1108;2;Undirected
905;1109;15;Undirected
905;1118;1;Undirected
905;1119;15;Undirected
905;1146;1;Undirected
905;1154;1;Undirected
905;1161;2;Undirected
905;1173;15;Undirected
905;1192;10;Undirected
905;1196;12;Undirected
905;1217;1;Undirected
905;1252;15;Undirected
905;1266;1;Undirected
905;1269;4;Undirected
905;1284;1;Undirected
905;1288;1;Undirected
